PB_ratio,Market_Cap,Debt_to_Equity,Z_score,Quick_Ratio,Total_Asset_Growth,Net_Debt,Operating_Profitability
2.765720002,32033804934,1.247549117,-0.032021513,0.61909,-0.035670815,24810529000,-7103344000
2.48041367,11335859241,1.725245281,0.422548441,0.70271,0.193595974,31043770000,405994000
3.506480968,3466437644,2.209285421,-0.039657751,0.66486,0.088434949,28155140000,-605792000
2.939601135,2663683663,1.375072181,-0.04371482,0.62617,-0.034331292,20661652000,-576704000
2.091270233,6884223531,0.935349161,0.160769642,0.67146,0.050649586,19881046000,-863390000
1.871232673,14084683478,0.692791587,0.270037173,0.49715,0.020651264,16118892000,-1728818000
1.688327278,8793804969,0.558432508,0.416758243,0.65742,0.086020785,15311207000,-844599000
1.628532944,13671143548,0.441419363,0.52914867,0.69031,0.146202469,12411372170,-726135750
1.631753606,17015951801,0.26898996,0.635174511,0.40308,-0.050597183,7538517160,21012120
6.63081784,4.72576E+11,1.192155056,1.532906659,0.37662,0.32626719,81133000000,17819000000
7.50422589,1.85819E+11,0.944322477,1.13413781,0.42132,0.201641697,78017000000,18560000000
8.230917745,1.90309E+11,0.815011105,1.36072927,0.48255,0.200079627,52931000000,13654000000
9.355475857,1.06669E+11,0.612080386,1.252002012,0.43103,-0.14789934,25357000000,17488000000
13.21550361,1.26881E+11,1.92265214,0.719712089,0.2095,0.037403043,95043000000,21359000000
16.56828183,82462500000,2.007973312,0.629050025,0.19296,0.512692656,78269000000,12735000000
14.79652207,1.19306E+11,1.56686458,1.095899967,0.31962,0.120484774,70512000000,10292000000
15.86198695,63750000000,1.300036242,1.095829825,0.30058,0.030040516,54020000000,8557000000
16.8509517,72562500000,1.293163607,1.143227931,0.3452,0.120221894,47364000000,10018000000
18.40096575,89793750000,0.93010101,1.260383368,0.31671,0.570649638,27893000000,8541600000
4.895116059,5.24805E+11,0.180232956,7.552041483,1.02228,0.054100583,12042201000,24168845000
5.55031438,3.15587E+11,0.323017789,4.781773863,1.15188,0.187066015,31809639000,21002801000
6.506249355,3.13352E+11,0.274138532,5.468120506,1.31903,0.301731062,17211902000,11707679000
7.233319366,2.12126E+11,0.163707695,6.313556671,0.96767,0.074164748,13010658000,9882792000
7.853308536,1.92946E+11,0.176006379,4.452310015,0.60304,0.008781288,13258062000,10325420000
8.316838652,1.60294E+11,0.104129069,5.788264896,1.22281,0.087922445,687700000,11395867000
10.38936728,1.63417E+11,0.278062769,3.807616025,0.37207,0.204968577,15747522000,6528522000
11.04758285,1.00247E+11,0.151702543,4.214131695,0.7392,0.133851253,3631080000,5456229000
11.7243246,91136884913,0.088641723,3.911884069,0.66253,0.085614174,1384264000,6518151000
12.90469711,91970960012,0.166233953,4.22338666,0.7261,0.256339105,5992937000,4735084000
-11.70654526,4132552679,33,0.311134298,0.84172,0.151886998,13867100000,-1107100000
4.790607594,3031295509,18.20692819,0.610783287,0.8814,0.057142704,15639300000,-304200000
3.276676369,3574355316,11.9770124,0.479065361,0.5843,-0.051256094,15038000000,403800000
3.712517012,1389959728,14.86260995,0.50655515,0.64642,-0.338249624,15904850000,1148047000
4.388730191,1292173616,25.79419334,0.725615884,0.86616,-0.12361228,24382516000,1096353000
2.097093703,4086062516,17.3922335,0.392457506,0.50656,0.238846759,25175574000,1426086000
2.140717878,6663834006,14.06931338,0.604018524,0.60557,0.276842593,19900590000,1018711000
10.12115752,1493136188,58.72677554,0.502109442,0.70696,0.260201598,15288131000,678146000
19.219282,998663911.2,85.36322523,0.559700389,0.73164,0.142532013,11634468000,441616000
5.889457939,767829187.2,17.4281237,0.55743076,0.63288,0.283510995,7743513000,400285870
1.753907837,353897943.2,5.852571224,-0.31618311,0.33201,-0.375449565,1123250000,35541000
1.197497061,304985219.3,7.613735802,0.092066816,0.57886,-0.075028487,1677994000,341043000
0.93968315,540917181.4,6.611087468,0.016117165,0.67003,-0.117888902,2114367000,44595000
0.355189751,1101974896,1.759243762,-0.725112201,0.60262,-0.159422406,1767948000,-211152000
0.228502691,1519171658,1.303381778,-0.354075319,0.62499,0.193509072,2022517000,36166000
0.214345296,3425324449,0.858533126,-0.166207619,0.55598,-0.113544366,1230259000,171592000
0.214900611,7939885185,1.32819804,0.785071345,0.60855,-0.185838951,2002662000,-28256000
0.198250443,2001175303,1.773092102,0.353219859,0.6183,0.006148678,3361672000,-112337000
0.19114388,1999693154,1.923503964,0.105161993,0.43009,-0.252009552,3831939000,-9677000
0.418001529,614398466,9.766463851,-0.276200949,0.4033,-0.304161974,8887968000,-110346000
0.952654652,5180867878,0.828220636,1.067612822,0.57248,-0.02076549,3008219000,309666000
0.958314597,4761209950,0.821131108,0.566871672,0.43675,-0.031904143,3491529000,544190000
1.017449329,5554744941,0.94590739,0.499699706,0.67089,0.010957649,3762290000,377157000
1.020734191,3044427516,0.954955418,0.328784239,0.48172,0.007940419,4046063000,170194000
0.988120339,2876564345,0.833489723,0.326226706,0.39939,0.124715711,3863179000,456544000
0.982811361,4456004184,0.708469485,0.607209551,0.37702,0.08721529,3213673000,578771000
0.93774738,10933996567,0.650928107,0.804530857,1.11379,0.04820943,3202757000,361198000
0.919644642,5264799464,0.610344541,1.307398451,1.56526,0.063809955,2781129000,-4914000
0.907296944,4837511391,0.52628842,1.382877889,2.25539,0.142541171,2019418000,98411000
0.982115694,3929524237,0.484245309,0.775476535,1.7562,0.051209814,2277880000,5701000
